ID Code,Tablet Name,Language,Object,Surface,Line Number,Original Text,Translation
P100958,Amherst 119,sux,tag,,1,szu ba-ti,
P100958,Amherst 119,sux,tag,,2,giri3 {d}szul-gi-da-an-qa2-ta2,
P100958,Amherst 119,sux,tag,,3,mu en {d}nanna kar-zi-da,
P100958,Amherst 119,sux,tag,,1,8(disz) kusz gu4 szu-gi4,
P100958,Amherst 119,sux,tag,,2,3(gesz2) 5(disz) kusz udu,
P100958,Amherst 119,sux,tag,,3,kusz {kusz}suhub2-sze3#,
P100958,Amherst 119,sux,tag,,4,ki ur-{d}ha-ia3-ta,
P100958,Amherst 119,sux,tag,,5,kiszib3 ur-{d}nansze,
P100958,Amherst 119,sux,tag,,1,giri3 {d}szul-gi-da-an-qa2-ta2 sukkal,
P100958,Amherst 119,sux,tag,,2,mu en {d}nanna kar-<zi>-da ba-hun,
P100958,Amherst 119,sux,tag,,1,ur-{d}nansze,
P100958,Amherst 119,sux,tag,,2,dub-sar,
P100958,Amherst 119,sux,tag,,3,dumu ur-{d}ig-alim,
P100960,Amherst 121,sux,tag,,1,pisan-dub-ba,Basket-of-tablets:
P100960,Amherst 121,sux,tag,,2,dub gid2-da,"long-tablets,"
P100960,Amherst 121,sux,tag,,3,sze erin2 gi-zi,"barley of the (labor-)troops of fodder-reed,"
P100960,Amherst 121,sux,tag,,4,ba-zi dumu na-silim,"Bazi, son of Nasilim,"
P100960,Amherst 121,sux,tag,,5,i3-gal2,are here;
P100960,Amherst 121,sux,tag,,1,mu en {d}nanna kar-zi-da ba-hun,year: “The en(-priestess) of Nanna of Karzida was hired.”
P100980,Amorites 15 (pl.6),sux,tag,,1,4(disz) udu,
P100980,Amorites 15 (pl.6),sux,tag,,2,6(disz) masz2-gal,
P100980,Amorites 15 (pl.6),sux,tag,,3,nu-da-tum mar-tu,
P100980,Amorites 15 (pl.6),sux,tag,,4,u4 nig2-mu10-us2-sa,
P100980,Amorites 15 (pl.6),sux,tag,,5,e2 ha-an-za-ab-tum-ma-sze3 in-na-ak-a,
P100980,Amorites 15 (pl.6),sux,tag,,1,ki na-lu5-ta,
P100980,Amorites 15 (pl.6),sux,tag,,2,na-sa6 i3-dab5,
P100980,Amorites 15 (pl.6),sux,tag,,3,u4 1(u) 3(disz)?-kam,
P100980,Amorites 15 (pl.6),sux,tag,,4,iti a2-ki-ti,
P100980,Amorites 15 (pl.6),sux,tag,,5,mu us2-sa ki-masz{ki} ba-hul mu us2-sa-bi,
P100980,Amorites 15 (pl.6),sux,tag,,1,lu2-x-[...],
P100980,Amorites 15 (pl.6),sux,tag,,2,dub-[sar],
P100980,Amorites 15 (pl.6),sux,tag,,3,dumu i3-la?-[x],
P101001,"AnOr 01, 010",sux,tag,,1,5(disz) ab2,
P101001,"AnOr 01, 010",sux,tag,,2,gu4 ha-szi-pa2-tal,
P101001,"AnOr 01, 010",sux,tag,,3,giri3 lugal-inim-gi-na,
P101001,"AnOr 01, 010",sux,tag,,4,mu-kux(DU),
P101001,"AnOr 01, 010",sux,tag,,5,ki na-sa6-ta,
P101001,"AnOr 01, 010",sux,tag,,1,{d}en-lil2-la2 i3-dab5,
P101001,"AnOr 01, 010",sux,tag,,2,iti u5-bi2-gu7,
P101001,"AnOr 01, 010",sux,tag,,3,mu {d}amar-{d}suen lugal,
P101001,"AnOr 01, 010",sux,tag,,1,5(disz),
P101018,"AnOr 01, 027",sux,tag,,1,5(ban2)# 8(disz) sila3 zi3 gazx(KUM),"5 ban2 8 sila3 “pounded” flour,"
P101018,"AnOr 01, 027",sux,tag,,2,sa2-DU ku5-da,cut out of regular offerings;
P101018,"AnOr 01, 027",sux,tag,,3,bala er3-ra-gar3?,"bala of Erra-gar,"
P101018,"AnOr 01, 027",sux,tag,,4,mu szu-szu#-mu-dar#,in place of Šū-Šumudar;
P101018,"AnOr 01, 027",sux,tag,,1,kiszib3# tu#-ra#-am-[i3-li2],under seal of Tūram-ilī;
P101018,"AnOr 01, 027",sux,tag,,2,[...] x,...
P101018,"AnOr 01, 027",sux,tag,,3,iti# a2-ki-ti,"month: “Akītu,”"
P101018,"AnOr 01, 027",sux,tag,,4,mu e2 {d}szara2 umma{ki}-ka mu-du3,"year: ""The house of Šara of Umma was erected.”"
P101019,"AnOr 01, 028",sux,tag,,1,[...] 1(disz) udu szu-gid2,
P101019,"AnOr 01, 028",sux,tag,,2,ki a-ba-{d}en-lil2-gin7-ta,
P101019,"AnOr 01, 028",sux,tag,,3,gaba-ri,
P101019,"AnOr 01, 028",sux,tag,,4,kiszib3 ab-ba-kal-la,
P101019,"AnOr 01, 028",sux,tag,,5,giri3 ur-da-gi4,
P101019,"AnOr 01, 028",sux,tag,,1,iti ki-siki-{d}nin-a-zu,
P101019,"AnOr 01, 028",sux,tag,,2,mu {d}i-bi2-{d}suen lugal,
P101040,"AnOr 01, 049",sux,tag,,1,1(esze3) 2(iku) GAN2 sze-ba u3# [kasz] 7(asz) gur [...],
P101040,"AnOr 01, 049",sux,tag,,2,a-ra2 1(disz)-kam,
P101040,"AnOr 01, 049",sux,tag,,3,1(bur3) GAN2 3(u) 1(asz) 2(barig) 3(ban2) gur,
P101040,"AnOr 01, 049",sux,tag,,4,a-ra2 2(disz)-kam,
P101040,"AnOr 01, 049",sux,tag,,5,ur-{d}en-lil2-la2,
P101040,"AnOr 01, 049",sux,tag,,6,1(esze3) 3(iku) [...] GAN2 7(asz) gur,
P101040,"AnOr 01, 049",sux,tag,,7,a-ra2 1(disz)-kam,
P101040,"AnOr 01, 049",sux,tag,,8,1(bur3) GAN2 3(u) 1(asz) 2(barig) 3(ban2) gur,
P101040,"AnOr 01, 049",sux,tag,,9,a-ra2 2(disz)-kam,
P101040,"AnOr 01, 049",sux,tag,,10,lugal-nesag-e,
P101040,"AnOr 01, 049",sux,tag,,11,1(esze3) 2(iku) 1/2(iku) GAN2 7(asz) gur,
P101040,"AnOr 01, 049",sux,tag,,12,a-ra2 1(disz)-kam,
P101040,"AnOr 01, 049",sux,tag,,13,2(iku) 1/2(iku) 1/4(iku) GAN2 1(asz) 2(barig) 3(barig) diri szuku,
P101040,"AnOr 01, 049",sux,tag,,14,a-ra2 min3-kam,
P101040,"AnOr 01, 049",sux,tag,,15,lugal-ukken-ne2,
P101040,"AnOr 01, 049",sux,tag,,16,5(iku) 1/2(iku) GAN2 2(asz) 1(barig) gur,
P101040,"AnOr 01, 049",sux,tag,,17,lu2-dingir-ra <ka>-guru7,
P101040,"AnOr 01, 049",sux,tag,,18,1(iku) 1/2(iku) 1/4(iku) GAN2 1(asz) 1(barig) 1(ban2) gur,
P101040,"AnOr 01, 049",sux,tag,,19,ha-ba-lu5-ge2,
P101040,"AnOr 01, 049",sux,tag,,20,2(iku) GAN2 2(asz) gur,
P101040,"AnOr 01, 049",sux,tag,,21,ur-{d}su4-an-na,
P101040,"AnOr 01, 049",sux,tag,,22,1/4(iku) GAN2 1(barig) 1(ban2) 5(disz) sila3,
P101040,"AnOr 01, 049",sux,tag,,23,lu2-{d}szara2 engar,
P101040,"AnOr 01, 049",sux,tag,,24,1(bur3) GAN2 1(u) 2(asz) gur,
P101040,"AnOr 01, 049",sux,tag,,25,a-ra2 1(disz)-kam,
P101040,"AnOr 01, 049",sux,tag,,26,1(bur3) GAN2 7(asz) 2(barig) 3(ban2) a-sza3 masz-kan2{ki},
P101040,"AnOr 01, 049",sux,tag,,27,a-ra2 2(disz)-kam,
P101040,"AnOr 01, 049",sux,tag,,28,lu2-{gisz}kiri6,
P101040,"AnOr 01, 049",sux,tag,,29,6(bur3) 1(esze3) GAN2 2(gesz2) 1(u) 5(asz) gur,
P101040,"AnOr 01, 049",sux,tag,,30,a-kal-la nu-banda3,
P101040,"AnOr 01, 049",sux,tag,,31,1/2(iku) GAN2 1(barig) lu2-kal-la aga3#-us2#,
P101040,"AnOr 01, 049",sux,tag,,1,[...],
P101040,"AnOr 01, 049",sux,tag,,2,1(esze3) 1(iku) [GAN2 ...],
P101040,"AnOr 01, 049",sux,tag,,3,ur-{d}[...],
P101040,"AnOr 01, 049",sux,tag,,4,3(iku) GAN2 2(asz) [x x gur],
P101040,"AnOr 01, 049",sux,tag,,5,ur-ab-ba-saga,
P101040,"AnOr 01, 049",sux,tag,,6,2(iku) 1/2(iku) GAN2 3(asz) 3(barig) 4(ban2) gur,
P101040,"AnOr 01, 049",sux,tag,,7,ur-{d}szakkan,
P101040,"AnOr 01, 049",sux,tag,,8,2(esze3) 1(iku) 1/4(iku) GAN2 1(u) 4(asz) 3(barig) [x gur],
P101040,"AnOr 01, 049",sux,tag,,9,da-a-gi [...],
P101040,"AnOr 01, 049",sux,tag,,10,1(esze3) GAN2 1(asz) 4(barig) 3(ban2) gur,
P101040,"AnOr 01, 049",sux,tag,,11,lu2-du10-ga,
P101040,"AnOr 01, 049",sux,tag,,12,3(iku) GAN2 4(barig) lugal-GAN2-x,
P101040,"AnOr 01, 049",sux,tag,,13,3(iku) 1/4(iku) GAN2 1(asz) 3(barig) diri HI#-[x],
P101040,"AnOr 01, 049",sux,tag,,14,ur-ab-ba,
P101040,"AnOr 01, 049",sux,tag,,15,1(iku) GAN2 2(barig) 3(ban2) diri kam-[...],
P101040,"AnOr 01, 049",sux,tag,,16,ur-{d}isztaran,
P101040,"AnOr 01, 049",sux,tag,,17,1(esze3) GAN2 1(asz) 2(barig) 3(ban2) lugal-mu-[x],
P101040,"AnOr 01, 049",sux,tag,,18,4(iku) 1/2(iku) 1/4(iku) GAN2 2(asz) 4(barig) gur,
P101040,"AnOr 01, 049",sux,tag,,19,a-ba-dingir-mu-gin7#,
P101040,"AnOr 01, 049",sux,tag,,20,1(bur3) 1(esze3) 1/4(iku) GAN2 3(u) gur [...],
P101040,"AnOr 01, 049",sux,tag,,21,1(iku) 1/2(iku) GAN2 1(asz) 1(barig) gur#,
P101040,"AnOr 01, 049",sux,tag,,22,lugal-ma2-gan-na#,
P101040,"AnOr 01, 049",sux,tag,,23,1(esze3) GAN2 1(asz) 2(barig) 3(ban2) [gur],
P101040,"AnOr 01, 049",sux,tag,,24,lu2-sze-[...],
P101040,"AnOr 01, 049",sux,tag,,25,4(iku) 1/2(iku) GAN2 5(asz) 3(barig) lugal#-[x],
P101040,"AnOr 01, 049",sux,tag,,26,2(esze3) 1(iku) 1/2(iku) GAN2 8(asz) lu2-[...],
P101040,"AnOr 01, 049",sux,tag,,27,a-sza3 [...],
P101040,"AnOr 01, 049",sux,tag,,28,1(bur3) GAN2 [...],
P101040,"AnOr 01, 049",sux,tag,,29,2(iku) [GAN2 ...],
P101040,"AnOr 01, 049",sux,tag,,30,1(iku) GAN2# [...],
P101040,"AnOr 01, 049",sux,tag,,31,[...],
P101040,"AnOr 01, 049",sux,tag,,1',[...]-an-na,
P101040,"AnOr 01, 049",sux,tag,,2',[...] DISZ-zu-x,
P101040,"AnOr 01, 049",sux,tag,,3',[...] lu2#-bad-x,
P101040,"AnOr 01, 049",sux,tag,,4',[...] gur lugal-[x],
P101040,"AnOr 01, 049",sux,tag,,5',[...] 2(barig) 3(ban2) mes-e2 [x],
P101040,"AnOr 01, 049",sux,tag,,6',[...] du3 [...],
P101040,"AnOr 01, 049",sux,tag,,7',4(iku) 1/2(iku) 1/4(iku)# GAN2# 4(asz)# 2(barig) 3(ban2) gur,
P101040,"AnOr 01, 049",sux,tag,,8',a-ra2 1(disz)-kam,
P101040,"AnOr 01, 049",sux,tag,,9',3(iku) 1/2(iku) 1/4(iku) GAN2 4(asz) 3(barig) gur a-ra2 2(disz)-[kam],
P101040,"AnOr 01, 049",sux,tag,,10',lu2-dingir-ra,
P101040,"AnOr 01, 049",sux,tag,,11',1(esze3) GAN2 1(u) la2 1(asz) gur,
P101040,"AnOr 01, 049",sux,tag,,12',ur-{d}en-lil2-la2,
P101040,"AnOr 01, 049",sux,tag,,13',[...] GAN2 1(asz) 4(barig) [x] gur,
P101040,"AnOr 01, 049",sux,tag,,14',[...],
P101040,"AnOr 01, 049",sux,tag,,1',2(iku) [GAN2 ...],
P101040,"AnOr 01, 049",sux,tag,,2',bar [...],
P101040,"AnOr 01, 049",sux,tag,,3',1(bur3) [x x GAN2 ...],
P101040,"AnOr 01, 049",sux,tag,,4',[...],
P101040,"AnOr 01, 049",sux,tag,,5',x [...],
P101040,"AnOr 01, 049",sux,tag,,6',1(bur3) GAN2# [...],
P101040,"AnOr 01, 049",sux,tag,,7',ur-x-[...],
P101040,"AnOr 01, 049",sux,tag,,8',5(iku) GAN2 [...],
P101040,"AnOr 01, 049",sux,tag,,9',1(esze3) 1/2(iku) GAN2 2(asz) 3(barig) [x gur],
P101040,"AnOr 01, 049",sux,tag,,10',ur-{d}en-lil2#-[la2],
P101040,"AnOr 01, 049",sux,tag,,11',1(esze3) GAN2 1(asz) 2(barig) 3(ban2) [gur],
P101040,"AnOr 01, 049",sux,tag,,12',ur-x-[...],
P101040,"AnOr 01, 049",sux,tag,,13',1(bur3) GAN2 [x] 2(barig) 4(ban2) gur,
P101040,"AnOr 01, 049",sux,tag,,14',lugal-[x]-sar,
P101040,"AnOr 01, 049",sux,tag,,15',a-sza3 [...]-nu-du11,
P101040,"AnOr 01, 049",sux,tag,,16',szunigin [...] sze 1(esze3) 3(iku) GAN2,
P101040,"AnOr 01, 049",sux,tag,,17',szunigin x-ni 9(gesz2) 5(u) 8(asz) [x] 3(ban2) 5(disz) sila3 gur,
P101040,"AnOr 01, 049",sux,tag,,18',apin? [x] gid2-da,
P101040,"AnOr 01, 049",sux,tag,,19',a!-sza3 musz-bi-an-na,
P101040,"AnOr 01, 049",sux,tag,,20',mu en {d}nanna masz-e [x] x [x],
P101066,"AnOr 01, 075",sux,tag,,1,5(gesz2) 3(disz) gurusz u4 1(disz)-[sze3],
P101066,"AnOr 01, 075",sux,tag,,2,gurx(|SZE.KIN|)-a,
P101066,"AnOr 01, 075",sux,tag,,3,1(gesz'u) 3(gesz2) 3(disz) gurusz u4 1(disz)-sze3,
P101066,"AnOr 01, 075",sux,tag,,4,zar3 tab-ba,
P101066,"AnOr 01, 075",sux,tag,,5,1(gesz'u) 1(gesz2) 2(u) 6(disz) gurusz u4 1(disz)-sze3,
P101066,"AnOr 01, 075",sux,tag,,6,ki-su7-ka gub-[ba],
P101066,"AnOr 01, 075",sux,tag,,1,kiszib3 nam-sza3-tam,
P101066,"AnOr 01, 075",sux,tag,,2,a-gu-gu,
P101066,"AnOr 01, 075",sux,tag,,3,inim ur-e11-e-ta,
P101066,"AnOr 01, 075",sux,tag,,4,mu {d}amar-{d}suen lugal,
P101066,"AnOr 01, 075",sux,tag,,1,lugal-ezem,
P101066,"AnOr 01, 075",sux,tag,,2,dub-sar,
P101066,"AnOr 01, 075",sux,tag,,3,dumu da-da,
P101074,"AnOr 01, 083",sux,tag,,1,2(asz) gu2 siki-gi,
P101074,"AnOr 01, 083",sux,tag,,2,nig2-ba lugal-an-dul3,
P101074,"AnOr 01, 083",sux,tag,,3,a2-ag2-ga2 saga,
P101074,"AnOr 01, 083",sux,tag,,4,sza-asz-szu2-ru{ki} hul-a de6-a,
P101074,"AnOr 01, 083",sux,tag,,1,ki lu2-kal-la-ta,
P101074,"AnOr 01, 083",sux,tag,,2,kiszib3 ensi2#-ka,
P101074,"AnOr 01, 083",sux,tag,,3,iti sze#-sag11#-ku5,
P101074,"AnOr 01, 083",sux,tag,,4,mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul,
P101074,"AnOr 01, 083",sux,tag,,1,{d}amar-{d}suen,
P101074,"AnOr 01, 083",sux,tag,,2,nita kal-ga,
P101074,"AnOr 01, 083",sux,tag,,3,lugal uri5{ki}-ma,
P101074,"AnOr 01, 083",sux,tag,,4,lugal an-ub-da limmu2-ba,
P101074,"AnOr 01, 083",sux,tag,,1,ur-{d}li9-si4,
P101074,"AnOr 01, 083",sux,tag,,2,ensi2,
P101074,"AnOr 01, 083",sux,tag,,3,umma{ki},
P101074,"AnOr 01, 083",sux,tag,,4,ARAD2-zu,
P101120,"AnOr 01, 129",sux,tag,,1,1(disz) dug dida 1(ban2),
P101120,"AnOr 01, 129",sux,tag,,2,5(disz) sila3 kasz saga 1(ban2) ninda,
P101120,"AnOr 01, 129",sux,tag,,3,2(disz) gin2 i3 2(disz) gin2 naga,
P101120,"AnOr 01, 129",sux,tag,,4,3(disz) ku6 3(disz) sa szum2,
P101120,"AnOr 01, 129",sux,tag,,5,ur-nigar{gar},
P101120,"AnOr 01, 129",sux,tag,,6,5(disz) sila3 kasz saga 3(disz) sila3 ninda,
P101120,"AnOr 01, 129",sux,tag,,7,2(disz) gin2 i3 2(disz) gin2 naga,
P101120,"AnOr 01, 129",sux,tag,,1,1(disz)# ku6# 1(disz)# sa szum2,
P101120,"AnOr 01, 129",sux,tag,,2,ur-{d}iszkur,
P101120,"AnOr 01, 129",sux,tag,,3,szunigin 1(disz) dug dida 1(ban2),
P101120,"AnOr 01, 129",sux,tag,,4,szunigin 1(ban2) kasz saga 1(ban2) 3(disz) ninda,
P101120,"AnOr 01, 129",sux,tag,,5,szunigin 4(disz) gin2 i3 szunigin 4(disz) gin2 naga,
P101120,"AnOr 01, 129",sux,tag,,6,szunigin 4(disz) ku6 szunigin 4(disz) sa szum2,
P101120,"AnOr 01, 129",sux,tag,,7,u4 2(u) 2(disz)-kam,
P101120,"AnOr 01, 129",sux,tag,,8,iti sig4-{gesz}i3-szub-ba-gar,
P101120,"AnOr 01, 129",sux,tag,,9,mu en eridu{ki#} ba-hun,
P101122,"AnOr 01, 131",sux,tag,,1,5(disz) sila3 kasz 3(disz) sila3 ninda,
P101122,"AnOr 01, 131",sux,tag,,2,2(disz)# gin2 i3 2(disz) gin2 naga,
P101122,"AnOr 01, 131",sux,tag,,3,[1(disz)] ku6# 1(disz) sa szum2,
P101122,"AnOr 01, 131",sux,tag,,4,ur#-{d}ma-mi,
P101122,"AnOr 01, 131",sux,tag,,5,5(disz)# sila3 kasz 3(disz) sila3 ninda,
P101122,"AnOr 01, 131",sux,tag,,6,2(disz) gin2 i3 2(disz) gin2 naga,
P101122,"AnOr 01, 131",sux,tag,,1,1(disz) ku6 1(disz) sa szum2,
P101122,"AnOr 01, 131",sux,tag,,2,puzur4-{d}en-lil2,
P101122,"AnOr 01, 131",sux,tag,,3,szunigin 1(ban2) kasz szunigin# 6(disz) sila3 ninda,
P101122,"AnOr 01, 131",sux,tag,,4,szunigin 4(disz) gin2 i3 szunigin [4(disz) gin2 naga],
P101122,"AnOr 01, 131",sux,tag,,5,szunigin 2(disz) ku6 kun-zi-da,
P101122,"AnOr 01, 131",sux,tag,,6,szunigin 2(disz) sa szum2,
P101122,"AnOr 01, 131",sux,tag,,7,u4 8(disz)-kam,
P101122,"AnOr 01, 131",sux,tag,,8,iti sze-kar-ra-gal2-la,
P101122,"AnOr 01, 131",sux,tag,,1,mu en eridu{ki} ba-hun,
P101130,"AnOr 01, 139",sux,tag,,1,1(u) la2 1(disz) udu u2,
P101130,"AnOr 01, 139",sux,tag,,2,1(disz) sila4,
P101130,"AnOr 01, 139",sux,tag,,3,ki a-lu5-lu5-ta,
P101130,"AnOr 01, 139",sux,tag,,4,nig2-{gesz}tag-ga lugal,
P101130,"AnOr 01, 139",sux,tag,,5,giri3 sagi-ne,
P101130,"AnOr 01, 139",sux,tag,,1,iti pa4-u2-e,
P101130,"AnOr 01, 139",sux,tag,,2,mu en eridu{ki} ba-hun,
P101135,"AnOr 01, 144",sux,tag,,1,5(disz) gurusz u4 1(disz)-sze3,
P101135,"AnOr 01, 144",sux,tag,,2,kab2-ku5 i7-sal4-la{ki} sahar si-ga,
P101135,"AnOr 01, 144",sux,tag,,3,ugula ab-ba-gi-na,
P101135,"AnOr 01, 144",sux,tag,,4,giri3 a-szi-an,
P101135,"AnOr 01, 144",sux,tag,,5,kiszib3 lugal-e2-mah-e,
P101135,"AnOr 01, 144",sux,tag,,1,iti {d}li9-si4,
P101135,"AnOr 01, 144",sux,tag,,2,mu en x [x] ba-[hun],
P101135,"AnOr 01, 144",sux,tag,,1,lugal-e2-mah#-[e],
P101135,"AnOr 01, 144",sux,tag,,2,dub-sar#,
P101135,"AnOr 01, 144",sux,tag,,3,dumu lugal-ku3-ga#-[ni],
P101147,"AnOr 01, 156",sux,tag,,1,1(disz) kusz sila4,
P101147,"AnOr 01, 156",sux,tag,,2,{kusz}du10-gan dih3 bala-a-sze3,
P101147,"AnOr 01, 156",sux,tag,,3,ki a-kal-la-ta,
P101147,"AnOr 01, 156",sux,tag,,4,kiszib3 ensi2-ka,
P101147,"AnOr 01, 156",sux,tag,,1,iti {d}li9-si4,
P101147,"AnOr 01, 156",sux,tag,,2,mu {d}szu-{d}suen lugal,
P101147,"AnOr 01, 156",sux,tag,,1,{d}szu-{d}suen,
P101147,"AnOr 01, 156",sux,tag,,2,lugal kal-ga,
P101147,"AnOr 01, 156",sux,tag,,3,lugal uri5{ki}-ma,
P101147,"AnOr 01, 156",sux,tag,,4,lugal an-ub-da limmu2-ba,
P101147,"AnOr 01, 156",sux,tag,,1,a-a-[kal-la],
P101147,"AnOr 01, 156",sux,tag,,2,ensi2#,
P101147,"AnOr 01, 156",sux,tag,,3,umma{ki},
P101147,"AnOr 01, 156",sux,tag,,4,ARAD2-zu,
P101151,"AnOr 01, 160",sux,tag,,1,3(disz) {gi}kid titab2,
P101151,"AnOr 01, 160",sux,tag,,2,ki-la2-bi# 1/3(disz) sar 5(disz) gin2?,
P101151,"AnOr 01, 160",sux,tag,,3,kasz dida nig2-en nag-sze3,
P101151,"AnOr 01, 160",sux,tag,,4,ki a-gu-ta,
P101151,"AnOr 01, 160",sux,tag,,5,kiszib3! bi2-du11-ga,
P101151,"AnOr 01, 160",sux,tag,,1,mu ma2 {d}en-ki ba-ab-du8,
P101151,"AnOr 01, 160",sux,tag,,1,bi2-du11-ga,
P101151,"AnOr 01, 160",sux,tag,,2,dub-sar#,
P101151,"AnOr 01, 160",sux,tag,,3,dumu la-a-sa6#,
P101161,"AnOr 01, 170",sux,tag,,1,3(disz) sila3 kasz 2(disz) sila3 ninda,
P101161,"AnOr 01, 170",sux,tag,,2,2(disz) gin2 i3 2(disz) gin2 naga,
P101161,"AnOr 01, 170",sux,tag,,3,1(disz)# sa szum2,
P101161,"AnOr 01, 170",sux,tag,,4,hu#-[x] gaba-ta,
P101161,"AnOr 01, 170",sux,tag,,5,3(disz) sila3 kasz 2(disz) sila3 ninda,
P101161,"AnOr 01, 170",sux,tag,,6,2(disz) gin2 i3 2(disz) gin2 naga,
P101161,"AnOr 01, 170",sux,tag,,7,1(disz) sa szum2,
P101161,"AnOr 01, 170",sux,tag,,8,[nu-hi-lum] KA#-[us2-sa2],
P101161,"AnOr 01, 170",sux,tag,,1,[5(disz)] sila3# kasz# 3(disz)# sila3 [ninda],
P101161,"AnOr 01, 170",sux,tag,,2,2(disz) gin2 i3 3(disz) gin2# naga,
P101161,"AnOr 01, 170",sux,tag,,3,1(disz) sa szum2,
P101161,"AnOr 01, 170",sux,tag,,4,du10#-ga#-mu sukkal# gaba-ta,
P101161,"AnOr 01, 170",sux,tag,,5,[szunigin] 1(ban2) 1(disz) sila3 kasz szunigin 7(disz) sila3 ninda,
P101161,"AnOr 01, 170",sux,tag,,6,szunigin# 6(disz) gin2 i3 szunigin [7(disz) gin2 naga],
P101161,"AnOr 01, 170",sux,tag,,7,szunigin# 3(disz) [sa szum2],
P101161,"AnOr 01, 170",sux,tag,,8,u4 2(u) 1(disz)-[kam ...],
P101161,"AnOr 01, 170",sux,tag,,9,mu si-ma-[num2] ba#-hul#,
P101171,"AnOr 01, 180",sux,tag,,1,1(disz) dug dida du 3(ban2),
P101171,"AnOr 01, 180",sux,tag,,2,3(ban2) zi3 1/2(disz) sila3 szum2,
P101171,"AnOr 01, 180",sux,tag,,3,1(disz) sila3 i3-gesz,
P101171,"AnOr 01, 180",sux,tag,,4,szu-{d}en-lil2-la2,
P101171,"AnOr 01, 180",sux,tag,,5,lu2 kin-gi4-a sig4 ar-ha,
P101171,"AnOr 01, 180",sux,tag,,1,iti {d}li9-si4,
P101171,"AnOr 01, 180",sux,tag,,2,mu si-ma-num2{ki} ba-hul,
P101173,"AnOr 01, 182",sux,tag,,1,[1(disz)] dug dida 5(disz) sila3 kasz saga#,"1 jug wort, 5 sila3 fine beer,"
P101173,"AnOr 01, 182",sux,tag,,2,1(ban2)# ninda 2(disz)# gin2 i3 2(disz) gin2 naga,"1 ban2 bread, 2 shekels oil, 2 shekels alkali-plant,"
P101173,"AnOr 01, 182",sux,tag,,3,3(disz) sa szum2,"3 bundles onions,"
P101173,"AnOr 01, 182",sux,tag,,4,ad?-da-mu sukkal gaba-asz,"for Addamu, the messenger to the frontier;"
P101173,"AnOr 01, 182",sux,tag,,5,1(disz) dug dida 3(disz) sila3 kasz,"1 jug wort, 3 sila3 beer,"
P101173,"AnOr 01, 182",sux,tag,,6,1(ban2) ninda 2(disz) gin2 i3 2(disz) gin2 naga,"1 ban2 bread, 2 shekels oil, 2 shekels alkali-plant,"
P101173,"AnOr 01, 182",sux,tag,,7,3(disz) sa szum2,"3 bundles onions,"
P101173,"AnOr 01, 182",sux,tag,,8,gu-du-du gaba-asz,"for Gududu, to the frontier;"
P101173,"AnOr 01, 182",sux,tag,,9,3(disz) sila3 kasz 2(disz) sila3 ninda,"3 sila3 beer, 2 sila3 bread,"
P101173,"AnOr 01, 182",sux,tag,,1,2(disz) gin2 i3 2(disz) gin2 naga,"2 shekels oil, 2 shekels alkali-plant,"
P101173,"AnOr 01, 182",sux,tag,,2,1(disz) sa szum2,"1 bundle onions,"
P101173,"AnOr 01, 182",sux,tag,,3,lu2-sza-lim gaba-ta,"for Lu-šalim, from the frontier;"
P101173,"AnOr 01, 182",sux,tag,,4,szunigin 2(disz) dug dida du 1(ban2),"total: 2 jugs of common wort, 1 ban2 (barley per jug);"
P101173,"AnOr 01, 182",sux,tag,,5,szunigin 5(disz) sila3 kasz saga szunigin 5(disz) sila3 kasz,total: 5 sila3 fine beer; total: 5 sila3 beer;
P101173,"AnOr 01, 182",sux,tag,,6,szunigin 2(ban2) 2(disz) sila3 ninda szunigin 6(disz) gin2 i3,total: 2 ban2 2 sila3 bread; total: 6 shekels oil;
P101173,"AnOr 01, 182",sux,tag,,7,szunigin 6(disz) gin2 naga,total: 6 shekels alkali-plant;
P101173,"AnOr 01, 182",sux,tag,,8,szunigin 7(disz) sa szum2,total: 7 bundles onions;
P101173,"AnOr 01, 182",sux,tag,,9,u4 1(u) 5(disz)-kam iti ezem-{d}szul-gi,"15th day,"
P101173,"AnOr 01, 182",sux,tag,,10,iti ezem-{d}szul-gi,"month: “Festival of Šulgi,”"
P101173,"AnOr 01, 182",sux,tag,,11,mu si-ma-num2{ki},year: “Simanum.”
P101199,"AnOr 01, 208",sux,tag,,1,1(disz) dug dida 5(disz) sila3 kasz saga#,
P101199,"AnOr 01, 208",sux,tag,,2,1(ban2) ninda 2(disz) gin2 i3 2(disz) gin2 naga,
P101199,"AnOr 01, 208",sux,tag,,3,3(disz) sa szum2,
P101199,"AnOr 01, 208",sux,tag,,4,nu-hi-lum sukkal! gaba-asz,
P101199,"AnOr 01, 208",sux,tag,,5,1(disz) dug dida 3(disz) sila3 kasz,
P101199,"AnOr 01, 208",sux,tag,,6,1(ban2) ninda 2(disz) gin2 i3 2(disz) gin2 naga,
P101199,"AnOr 01, 208",sux,tag,,1,3(disz) sa szum2,
P101199,"AnOr 01, 208",sux,tag,,2,szu-zu gaba-asz,
P101199,"AnOr 01, 208",sux,tag,,3,szunigin 2(disz) dug dida du 1(ban2),
P101199,"AnOr 01, 208",sux,tag,,4,szunigin 5(disz) sila3 kasz saga szunigin 3(disz) sila3 kasz,
